LEAID,NAME,CITY,STATE,MEMBER_alt,revised,hasReassignedSchools,altRatio_99,altRatio,altRatio_growth,pupMONEY_reg,pupMONEY_alt,pdiff_pupMONEY,hasCounc_reg,hasCounc_alt,pdiff_hasCounc,puptch_reg,puptch_alt,pdiff_puptch,TEACH_FYSY_RATIO_reg,TEACH_FYSY_RATIO_alt,pdiff_TEACH_FYSY_RATIO,TEACH_ABSENT_RATIO_reg,TEACH_ABSENT_RATIO_alt,pdiff_TEACH_ABSENT_RATIO,gradRate_reg,gradRate_alt,ppdiff_gradRate
2608770,CHARLOTTE PUBLIC SCHOOLS,CHARLOTTE,MI,156,FALSE,TRUE,0,0.077227723,0.077227723,138001.2494,6588.008475,-0.95226124,1,0,-1,20.64250829,29.62955466,0.435366005,0.221052632,0.6,1.714285714,0.157894737,1,5.333333333,87,12,-75
2608910,CHEBOYGAN AREA SCHOOLS,CHEBOYGAN,MI,95,FALSE,FALSE,0,0.076182839,0.076182839,3977.842491,3784.358182,-0.048640516,0.5,0,-1,19.66393893,61,2.102125175,0.0625,0,-1,0.140625,0,-1,97.5,,
2609560,CHIPPEWA HILLS SCHOOL DISTRICT,REMUS,MI,94,FALSE,FALSE,0.011197244,0.070411985,0.059214741,3445.486033,2717.912222,-0.21116725,0.666666667,0,-1,19.02774364,18.8,-0.011969031,0,0,,0.21978022,0.5,1.275,87,,
2609570,CHIPPEWA VALLEY SCHOOLS,CLINTON TOWNSHIP,MI,122,FALSE,FALSE,0,0.012480818,0.012480818,3711.654392,5831.729167,0.571194015,1,1,0,27.35169467,5.463502015,-0.800249963,0.102133454,0.333333333,2.263703704,0.130276895,0.166666667,0.279326365,93.52156225,,
2609750,CLARE PUBLIC SCHOOLS,CLARE,MI,31,FALSE,FALSE,0,0.033261803,0.033261803,4437.897103,3939.710526,-0.112257352,1,0,-1,19.68980073,15.42288557,-0.216706873,0.106382979,1,8.4,0.234042553,0,-1,97.5,,
2609900,CLARKSTON COMMUNITY SCHOOL DISTRICT,CLARKSTON,MI,3394,FALSE,FALSE,0,0.737986519,0.737986519,3671.821397,3332.132239,-0.09251244,1,1,0,20.34442006,20.9786021,0.031172284,0.022335673,0.005934718,-0.734294192,0.255264837,0.160237389,-0.37227003,,90.21428571,
2610020,CLIMAX-SCOTTS COMMUNITY SCHOOLS,CLIMAX,MI,19,FALSE,FALSE,0,0.060126582,0.060126582,3387.306259,3955.04381,0.167607387,1,0,-1,18.55090568,8.755760369,-0.528014399,0.090036014,0,-1,0.120048019,0,-1,,,
2610080,CLINTONDALE COMMUNITY SCHOOLS,CLINTON TOWNSHIP,MI,1376,FALSE,FALSE,0,0.612644702,0.612644702,5545.819518,3853.491537,-0.305153815,1,0,-1,16.14102924,129.3085514,7.011171373,0,0.071428571,,0.192607004,0,-1,92,18.90092166,-73.09907834
2610110,CLIO AREA SCHOOL DISTRICT,CLIO,MI,176,FALSE,FALSE,0,0.083412322,0.083412322,4414.953861,3626.70269,-0.178541202,1,0,-1,19.77255668,17.25490196,-0.127330762,0.034883721,0,-1,0.162790698,0.166666667,0.023809524,93,17,-76
2610140,COLDWATER COMMUNITY SCHOOLS,COLDWATER,MI,112,FALSE,TRUE,0.048868313,0.047457627,-0.001410686,3450.14982,19480.82678,4.646371259,0.75,0,-1,20.54114221,18.06451613,-0.120569054,0.088709677,0,-1,0.25,1,3,87,,
2610380,COLOMA COMMUNITY SCHOOLS,COLOMA,MI,71,FALSE,FALSE,0,0.063111111,0.063111111,4653.686275,5482.210526,0.178036121,0.666666667,0,-1,17.33620398,71,3.095475577,0.027240534,0,-1,0.340506674,0,-1,92,,
2610590,COMSTOCK PUBLIC SCHOOLS,KALAMAZOO,MI,246,FALSE,TRUE,0.027100271,0.189814815,0.162714544,4671.359697,2576.450593,-0.448458102,0,1,,19.41007689,39.67741935,1.044166006,0.157342657,0,-1,0.026223776,0,-1,82,22,-60
2610750,CONSTANTINE PUBLIC SCHOOL DISTRICT,CONSTANTINE,MI,75,FALSE,FALSE,0,0.09702458,0.09702458,5020.24176,2178.090361,-0.566138352,1,0,-1,17.32389518,93.75,4.411600512,0.157894737,0.5,2.166666667,0.078947368,0,-1,87,,
2611430,DAVISON COMMUNITY SCHOOLS,DAVISON,MI,157,FALSE,FALSE,0,0.046394799,0.046394799,4801.260136,5083.35129,0.058753566,1,1,0,20.86138251,19.14634146,-0.082211284,0.060727516,0.25,3.11675,0.321855833,0.25,-0.223254717,96,,
2611600,DEARBORN CITY SCHOOL DISTRICT,DEARBORN,MI,164,FALSE,TRUE,0,0.012055278,0.012055278,4453.229468,11353.11111,1.549410757,0.9375,1,0.066666667,19.04662358,9.671112805,-0.492240041,0.20709222,0.210526316,0.016582449,0.095317527,0,-1,89.1786372,,
2611640,WESTWOOD COMMUNITY SCHOOL DISTRICT,DEARBORN HEIGHTS,MI,590,FALSE,FALSE,0,0.397574124,0.397574124,3621.954465,3814.696156,0.05321483,0.666666667,0,-1,24.41631157,84.1650973,2.447084834,0.022026432,0,-1,0.682819383,0.25,-0.633870968,82,12,-70
2611910,DELTON KELLOGG SCHOOLS,DELTON,MI,20,FALSE,FALSE,0.075376884,0.02247191,-0.052904974,3895.605626,3695.157895,-0.051454831,1,0,-1,21.90950728,6.25,-0.714735712,0.021810251,0,-1,0.152671756,0,-1,82,,
2611970,DETOUR AREA SCHOOLS,DE TOUR VILLAGE,MI,51,FALSE,TRUE,0,0.361702128,0.361702128,7849.298851,3253.573158,-0.585495059,1,0,-1,11.85770751,8.658743633,-0.269779287,0,0,,0.822666667,0.625,-0.240275527,,,
2612000,DETROIT CITY SCHOOL DISTRICT,DETROIT,MI,1458,FALSE,TRUE,0,0.049733934,0.049733934,4658.074109,8011.851541,0.719992288,0.755555556,1,0.323529412,20.36428111,23.53126623,0.155516667,0.196781301,0.098039216,-0.501785917,0.06191055,0.137254902,1.216987288,84.33523344,24.32323232,-60.01200112
2612150,DOWAGIAC UNION SCHOOL DISTRICT,DOWAGIAC,MI,52,FALSE,FALSE,0.012159815,0.042939719,0.030779905,3076.124587,1236.533929,-0.598022156,1,0,-1,21.89334438,32.5,0.484469409,0.090909091,0.5,4.5,0.309090909,0,-1,92,,
2612300,DUNDEE COMMUNITY SCHOOLS,DUNDEE,MI,42,FALSE,FALSE,0,0.04233871,0.04233871,4884.699929,7140.753864,0.461861316,0.5,0,-1,20.97026179,17.5,-0.165484905,0,0,,0,0,,97.5,,
2612420,EAST CHINA SCHOOL DISTRICT,EAST CHINA,MI,114,FALSE,FALSE,0.031621791,0.044117647,0.012495856,4745.521371,7453.858407,0.570714327,1,1,0,20.83243628,15.09933775,-0.275200579,0.016556291,0,-1,0.438741722,0.529801325,0.20754717,97.17888563,,
2612450,EAST DETROIT PUBLIC SCHOOLS,EASTPOINTE,MI,162,FALSE,TRUE,0.038386648,0.060538117,0.022151468,5880.077291,5766.415205,-0.019330033,1,1,0,17.48877367,20.58449809,0.177012093,0.240549828,0.375,0.558928571,0.474226804,0.375,-0.20923913,85,,
2612690,EATON RAPIDS PUBLIC SCHOOLS,EATON RAPIDS,MI,164,FALSE,TRUE,0,0.104060914,0.104060914,4784.020251,2446.048193,-0.488704465,1,0,-1,18.74467192,37.70114943,1.011299509,0.088607595,0.25,1.821428571,0.316455696,0,-1,92,,
2612930,ECORSE PUBLIC SCHOOLS,ECORSE,MI,35,FALSE,TRUE,0,0.053598775,0.053598775,4884.365609,,,0.5,,,21.60651359,1.842105263,-0.914743059,0.178571429,,,0.571428571,,,72,,
2613050,ELK RAPIDS SCHOOLS,ELK RAPIDS,MI,21,FALSE,TRUE,0,0.028074866,0.028074866,3759.517229,3244.493333,-0.13699203,1,1,0,20.57539914,21,0.020636336,0.034300056,0,-1,0.125488009,0,-1,92,,
2614070,FARMINGTON PUBLIC SCHOOL DISTRICT,FARMINGTON,MI,78,FALSE,TRUE,0,0.011073254,0.011073254,5698.476193,10688.43078,0.875664725,1,1,0,16.85708723,12.58064516,-0.253688078,0.045429307,0.161290323,2.550358423,0.287718944,0.161290323,-0.439417091,94.12969283,,
2614100,FARWELL AREA SCHOOLS,FARWELL,MI,66,FALSE,FALSE,0,0.072052402,0.072052402,4076.340656,3312.293913,-0.187434468,0.5,0,-1,18.19681052,17.6,-0.032797534,0.127659574,0.25,0.958333333,0.14893617,0,-1,92,,
2614230,FENNVILLE PUBLIC SCHOOLS,FENNVILLE,MI,21,FALSE,FALSE,0,0.027631579,0.027631579,3614.680328,5505.590909,0.523119726,0.5,0,-1,19.14606713,15.55555556,-0.187532591,0.230602279,0,-1,0.352685838,0,-1,87,,
2614280,FERNDALE PUBLIC SCHOOLS,FERNDALE,MI,554,FALSE,TRUE,0,0.234546994,0.234546994,3700.097945,1744.932849,-0.528409011,0.75,1,0.333333333,17.62221364,32.49266862,0.843847163,0.197674419,0.666666667,2.37254902,0.872093023,0,-1,94.07439446,12,-82.07439446
2614460,FITZGERALD PUBLIC SCHOOLS,WARREN,MI,92,FALSE,TRUE,0,0.059779077,0.059779077,4056.016609,3801.959896,-0.062637,1,0,-1,17.6248765,22.43902439,0.273145057,0.04265605,0,-1,0.273709654,1,2.653506494,82,,
2614520,FLINT SCHOOL DISTRICT,FLINT,MI,369,FALSE,TRUE,0,0.09313478,0.09313478,5600.979324,9974.13544,0.780784192,1,0,-1,16.59891034,15.97402597,-0.037646108,0.050980392,,,0.031372549,,,84.84194529,27,-57.84194529
2614730,FOWLERVILLE COMMUNITY SCHOOLS,FOWLERVILLE,MI,40,FALSE,FALSE,0.020537125,0.025773196,0.005236071,4701.638077,3625.302326,-0.228927819,1,1,0,19.23911158,,,0.052747253,0,-1,0.208791209,0,-1,90,,
2615150,FREMONT PUBLIC SCHOOL DISTRICT,FREMONT,MI,74,FALSE,FALSE,0,0.04607721,0.04607721,4035.946608,4911.822059,0.217018592,0.666666667,0,-1,20.17106371,17.41176471,-0.136794918,0.075949367,0,-1,0,0,,92,,
2615390,FRUITPORT COMMUNITY SCHOOLS,FRUITPORT,MI,95,FALSE,FALSE,0.028571429,0.057856273,0.029284844,6277.059605,4309.405513,-0.313467486,1,0,-1,20.06442477,39.85009074,0.986106813,0.051546392,0.044444444,-0.137777778,0.721649485,0.222222222,-0.692063492,92,,
2615420,FULTON SCHOOLS,MIDDLETON,MI,345,FALSE,FALSE,0,0.515695067,0.515695067,6547.141104,1351.041991,-0.793643978,1,1,0,15.79159442,44.51612903,1.818976214,0,0.125,,0,0,,,42,
2615450,GALESBURG-AUGUSTA COMMUNITY SCHOOLS,GALESBURG,MI,15,FALSE,FALSE,0,0.022123894,0.022123894,3657.388388,2096.995625,-0.426641253,1,0,-1,18.90080161,15,-0.206382866,0.154256897,1,5.482692308,0.504301394,0,-1,82,,
2615540,GARDEN CITY PUBLIC SCHOOLS,GARDEN CITY,MI,436,FALSE,FALSE,0,0.135995009,0.135995009,4815.8996,7479.255297,0.553033892,0.666666667,1,0.5,17.38810255,12.94921295,-0.255283151,0.023201856,0.060606061,1.612121212,0.399535963,0,-1,96,37,-59
2615730,GAYLORD COMMUNITY SCHOOLS,GAYLORD,MI,20,FALSE,FALSE,0.009079653,0.01384083,0.004761177,3764.540278,2504.786316,-0.334636866,1,1,0,21.19580257,133.3333333,5.290553656,0.014084507,0,-1,0.070422535,0,-1,88,,
2615870,GIBRALTAR SCHOOL DISTRICT,WOODHAVEN,MI,43,FALSE,FALSE,0,0.020225776,0.020225776,3930.986336,12333.41772,2.137486794,1,1,0,22.02651515,,,0.017241379,0,-1,0.655172414,0.125,-0.809210526,90,,
2615990,GLADWIN COMMUNITY SCHOOLS,GLADWIN,MI,20,FALSE,FALSE,0.010204082,0.01934236,0.009138278,3721.990605,3957.454545,0.063262906,0.5,0,-1,22.02508833,4.761904762,-0.783796338,0.054744526,0,-1,0.255474453,0,-1,92,,
2616080,GODFREY-LEE PUBLIC SCHOOLS,WYOMING,MI,95,FALSE,FALSE,0,0.094715852,0.094715852,4513.44102,6679.487912,0.479910313,1,1,0,18.89125849,12.5,-0.338318302,0.119760479,0.136986301,0.143835616,0.359281437,0.684931507,0.906392694,97.5,,
2616110,GODWIN HEIGHTS PUBLIC SCHOOLS,GRAND RAPIDS,MI,102,FALSE,TRUE,0,0.073013601,0.073013601,4272.179536,3161.136364,-0.260064719,0.5,0,-1,21.37039738,127.5,4.966196966,0.121212121,0,-1,0.03030303,0,-1,92,,
2616380,GRAND HAVEN AREA PUBLIC SCHOOLS,GRAND HAVEN,MI,145,FALSE,TRUE,0,0.037198563,0.037198563,3641.44368,4680.394196,0.285312807,1,0.333333333,-0.666666667,20.38254702,17.6769555,-0.1327406,0.02792984,0,-1,0.3320858,0.228161669,-0.312943617,94,,
2616440,GRAND RAPIDS PUBLIC SCHOOLS,GRAND RAPIDS,MI,1308,FALSE,TRUE,0,0.109254928,0.109254928,4453.066457,3961.671383,-0.110349818,0.631578947,0.5,-0.208333333,31.55247631,18.53694598,-0.412504242,0.331000685,0.210390031,-0.364381888,0.17442947,0.194206182,0.113379419,59.99906367,56,-3.99906367
2616500,GRANT PUBLIC SCHOOL DISTRICT,GRANT,MI,681,FALSE,FALSE,0,0.54176611,0.54176611,4206.259516,5013.581498,0.191933469,0,0,,22.52639812,26.01729638,0.154969216,,,,,,,,92,
2617160,GREENVILLE PUBLIC SCHOOLS,GREENVILLE,MI,1978,FALSE,TRUE,0,0.925596631,0.925596631,3026.627219,3551.342942,0.173366485,0,1,,18.88361045,20.00461325,0.059363796,0.222222222,0.055265123,-0.751306945,0,0.440627334,,,96,
2617250,GULL LAKE COMMUNITY SCHOOLS,RICHLAND,MI,90,FALSE,FALSE,0,0.051635112,0.051635112,5130.445738,5505.905696,0.073182717,1,0.5,-0.5,19.85388597,24.38390313,0.228167784,0.058139535,0,-1,0.046511628,0,-1,94,,
2617400,HAMILTON COMMUNITY SCHOOLS,HAMILTON,MI,41,FALSE,FALSE,0,0.028178694,0.028178694,4086.57113,1896.160714,-0.536002029,1,1,0,19.0254808,19.52380952,0.026192701,0.022596317,0.5,21.1275,0.045192634,0,-1,92,,
2617520,HAMTRAMCK SCHOOL DISTRICT,HAMTRAMCK,MI,138,FALSE,TRUE,0,0.075040783,0.075040783,5915.223616,4707.882313,-0.204107466,0.666666667,0,-1,20.30696413,15.50561798,-0.236438402,0.081395349,0,-1,0.38372093,0.6,0.563636364,81.27419355,,
2617760,HARPER WOODS THE SCHOOL DISTRICT,HARPER WOODS,MI,327,FALSE,TRUE,0,0.124429224,0.124429224,7988.441025,1131.578947,-0.858347963,0.8,1,0.25,20.17970137,220.5625,9.929918931,0.127272727,0,-1,0.127272727,0,-1,91.57352941,32,-59.57352941
2617820,HARRISON COMMUNITY SCHOOLS,HARRISON,MI,23,FALSE,FALSE,0.058229814,0.02853598,-0.029693834,3468.393928,4863.453704,0.402220683,1,1,0,18.52072309,11.79487179,-0.363152738,0.158371041,0,-1,0.407239819,0,-1,87,,
2617880,HARTFORD PUBLIC SCHOOLS,HARTFORD,MI,67,FALSE,FALSE,0,0.096960926,0.096960926,7377.561313,4568.658228,-0.380735987,1,0,-1,18.85002022,67.67676768,2.590275601,0.085714286,0,-1,0.142857143,0,-1,87,,
2617910,HARTLAND CONSOLIDATED SCHOOLS,HARTLAND,MI,100,FALSE,TRUE,0.029644269,0.023986568,-0.005657701,4265.044917,5061.731481,0.186794414,0.4,0,-1,21.74573148,14.70588235,-0.323734758,0.078988942,0,-1,0.215903107,0.142857143,-0.338327526,98,,
2618030,HAZEL PARK SCHOOL DISTRICT,HAZEL PARK,MI,912,FALSE,TRUE,0,0.285983067,0.285983067,24258.63025,1984.82748,-0.918180563,0.75,0,-1,15.15215601,64.99624018,3.289570418,0.128040973,0.051733057,-0.595964822,0.180763727,0.025866529,-0.856904208,82,21.76923077,-60.23076923
2618180,HEMLOCK PUBLIC SCHOOL DISTRICT,HEMLOCK,MI,43,FALSE,FALSE,0,0.057256991,0.057256991,3147.72161,864.5982609,-0.72532569,0,0,,20.1401328,21.5,0.06752027,0.059171598,0,-1,0.236686391,0,-1,87,,
2618390,HILLSDALE COMMUNITY SCHOOLS,HILLSDALE,MI,32,FALSE,TRUE,0,0.026037429,0.026037429,4291.748157,3465.287105,-0.192569792,0.666666667,0,-1,18.15985966,28.57142857,0.57332871,0.130909091,0,-1,0.221818182,0,-1,87,,
2618420,HOLLAND CITY SCHOOL DISTRICT,HOLLAND,MI,147,FALSE,TRUE,0,0.058426073,0.058426073,5544.059721,4441.470199,-0.198877642,1,1,0,16.05078557,29.4,0.831686049,0.062288048,0,-1,0.339123815,1,1.94877551,94.80851064,,
2618480,HOLT PUBLIC SCHOOLS,HOLT,MI,94,FALSE,FALSE,0,0.025732275,0.025732275,4020.452228,0,-1,1,0,-1,19.14195241,,,0.071676118,0,-1,0.27305188,0,-1,91,,
2618810,HUDSON AREA SCHOOLS,HUDSON,MI,9,FALSE,FALSE,0,0.017964072,0.017964072,4412.893288,4713.498889,0.068119844,1,1,0,21.498971,,,0.081300813,0,-1,0.243902439,0,-1,92,,
2618990,HURON VALLEY SCHOOLS,HIGHLAND,MI,113,FALSE,FALSE,0,0.02148289,0.02148289,5038.424718,10010.91261,0.986913205,1,0,-1,19.31979517,14.125,-0.268884588,0.025679196,0,-1,0.115370301,0,-1,95,,
2619100,IMLAY CITY COMMUNITY SCHOOLS,IMLAY CITY,MI,64,FALSE,FALSE,0,0.053156146,0.053156146,3017.41899,3539.507937,0.173025009,0.5,0,-1,24.19288645,20.98360656,-0.132653865,0.085106383,0,-1,0.680851064,0.333333333,-0.510416667,97.5,,
2619170,INLAND LAKES SCHOOLS,INDIAN RIVER,MI,8,FALSE,FALSE,0,0.015841584,0.015841584,9086.789474,2376.461538,-0.738470717,1,0,-1,24.3627451,13.33333333,-0.452716298,0,0,,0.196078431,0,-1,,,
2619250,IONIA PUBLIC SCHOOLS,IONIA,MI,107,FALSE,FALSE,0,0.066542289,0.066542289,3316.881056,3214.038991,-0.031005654,1,0,-1,18.53676438,23.77777778,0.282736151,0.127906977,0.238095238,0.861471861,0.337209302,0.238095238,-0.293924466,92,,
2619410,IRON MOUNTAIN PUBLIC SCHOOLS,IRON MOUNTAIN,MI,117,FALSE,FALSE,0,0.153745072,0.153745072,3360.575062,4760.73512,0.416642995,0.333333333,0,-1,19.50919739,21.50735294,0.102421207,0,0.256410256,,0.088391279,0,-1,97.5,,
2619470,IRONWOOD AREA SCHOOLS OF GOGEBIC COUNTY,IRONWOOD,MI,54,FALSE,FALSE,0,0.125874126,0.125874126,5742.299003,4964.145833,-0.135512478,0,0,,15.61849229,21.6,0.382976,0.076923077,0,-1,0.076923077,0,-1,,,
2619620,JACKSON PUBLIC SCHOOLS,JACKSON,MI,511,FALSE,TRUE,0,0.16903738,0.16903738,5585.60668,5029.666913,-0.099530776,1,0.5,-0.5,17.80498618,23.98954578,0.347349868,0.063829787,0.074074074,0.160493827,0.283687943,0.296296296,0.044444444,89,17,-72
2619830,JENISON PUBLIC SCHOOLS,JENISON,MI,107,FALSE,FALSE,0,0.048526077,0.048526077,3765.832575,5279.419211,0.401926163,1,0,-1,18.69794964,26.75,0.430638145,0.069565217,0.479028698,5.886037528,0.156521739,0,-1,97,,
2619920,JONESVILLE COMMUNITY SCHOOLS,JONESVILLE,MI,46,FALSE,FALSE,0,0.0575,0.0575,4447.668681,5339.570889,0.20053252,1,0,-1,20.29760135,17.35849057,-0.144800892,0.055555556,0,-1,0.166666667,0,-1,97.5,,
2619950,KALAMAZOO PUBLIC SCHOOLS,KALAMAZOO,MI,130,FALSE,TRUE,0.012395855,0.021155411,0.008759556,3548.547139,6117.443937,0.723929174,1,0,-1,19.82382499,18.57142857,-0.063176326,0.096745822,0.11627907,0.201902748,0.295263224,0.465116279,0.575259772,79.11075949,,
2620160,KELLOGGSVILLE PUBLIC SCHOOLS,GRAND RAPIDS,MI,104,FALSE,TRUE,0,0.049665712,0.049665712,2936.768821,2524.428072,-0.140406267,0.75,1,0.333333333,20.37887134,48.59813084,1.384731226,0.187731196,0,-1,0.164817098,0.222222222,0.348295927,86.34322034,,
2620340,KENTWOOD PUBLIC SCHOOLS,GRAND RAPIDS,MI,258,FALSE,TRUE,0,0.051333068,0.051333068,4020.336638,3533.321033,-0.121138016,1,1,0,18.83374372,18.42857143,-0.021513104,0.04627451,0.067567568,0.460146587,0.282352941,0.135135135,-0.521396396,83,27,-56
2620850,LAKEVIEW SCH. DISTRICT (CALHOUN),BATTLE CREEK,MI,164,FALSE,TRUE,0,0.059549746,0.059549746,3785.860081,451.8652761,-0.880643958,1,1,0,19.09794628,16.66666667,-0.127305815,0.048712596,0,-1,0.256297843,0,-1,90,,
2620940,LAKEVILLE COMMUNITY SCHOOL DISTRICT,OTISVILLE,MI,13,FALSE,FALSE,0,0.015738499,0.015738499,3684.523782,1146.479091,-0.688839275,1,1,0,20.69954928,5.508474576,-0.733884323,0,0,,0.305882353,0,-1,82,,
2621150,LANSING PUBLIC SCHOOL DISTRICT,LANSING,MI,287,FALSE,TRUE,0,0.048414305,0.048414305,4577.450749,5328.815097,0.164144715,0.375,1,1.666666667,20.53080581,20.3,-0.011241926,0.096129733,0.333333333,2.467536232,0.566998245,1,0.763673891,68.09581646,,
2621180,LAPEER COMMUNITY SCHOOLS,LAPEER,MI,109,FALSE,TRUE,0.025521472,0.032479142,0.006957669,3577.372996,3407.096154,-0.047598291,1,1,0,22.76176405,12.11111111,-0.467918607,0.046242775,0,-1,0.485549133,0.090909091,-0.812770563,88.03829787,,
2621240,LAWTON COMMUNITY SCHOOL DISTRICT,LAWTON,MI,23,FALSE,FALSE,0,0.039655172,0.039655172,3054.625475,6865.142857,1.24745813,1,1,0,19.30136318,22.33009709,0.156918135,0.13451136,0,-1,0.32455824,0,-1,97.5,,
2621450,LESLIE PUBLIC SCHOOLS,LESLIE,MI,20,FALSE,TRUE,0,0.022753129,0.022753129,5229.420256,8361.6,0.598953534,1,0,-1,17.94449532,16.66666667,-0.071210063,0,0,,0.166666667,0,-1,92,,
2621870,L'ANSE CREUSE PUBLIC SCHOOLS,CLINTON TOWNSHIP,MI,384,FALSE,FALSE,0,0.058859595,0.058859595,3683.401193,3815.28883,0.035805939,1,1,0,22.22949693,18.87458441,-0.150921658,0.049261084,0.163132137,2.311582382,0.19063669,0.326264274,0.711445334,95.46743295,32,-63.46743295
2622050,LOWELL AREA SCHOOLS,LOWELL,MI,22,FALSE,FALSE,0.034516765,0.010956175,-0.02356059,3646.093478,4227.235417,0.159387559,1,0,-1,20.21787896,17.6,-0.129483363,0,0,,0.220222137,0,-1,96,,
2622200,LUDINGTON AREA SCHOOL DISTRICT,LUDINGTON,MI,116,FALSE,FALSE,0,0.091772152,0.091772152,6149.20568,2043.733333,-0.66764271,1,0,-1,20.36843673,116,4.695086057,0,0,,0.25,0,-1,92,,
2622290,MADISON DISTRICT PUBLIC SCHOOLS,MADISON HEIGHTS,MI,136,FALSE,FALSE,0,0.120141343,0.120141343,3955.461034,3536.611778,-0.105891387,1,1,0,105.4459653,21.93548387,-0.791974175,0.348837209,0.230769231,-0.338461538,0.279069767,0.153846154,-0.448717949,92,,
2622410,MANISTEE AREA PUBLIC SCHOOLS,MANISTEE,MI,75,FALSE,TRUE,0,0.064822818,0.064822818,4132.207361,2187.350649,-0.470658063,0.666666667,0,-1,20.79514811,10.71428571,-0.484769925,0.043409058,0.5,10.51833333,0.14469686,0,-1,87,,
2622470,MANISTIQUE AREA SCHOOLS,MANISTIQUE,MI,20,FALSE,FALSE,0.024827586,0.039525692,0.014698105,4263.864754,7838.470588,0.838348785,1,0,-1,19.17916338,10,-0.478600823,0.071428571,0,-1,0.142857143,0,-1,87,,
2622620,MAPLE VALLEY SCHOOLS,VERMONTVILLE,MI,85,FALSE,FALSE,0,0.124087591,0.124087591,4109.354515,2434.680328,-0.407527309,1,0,-1,20,34,0.7,0,0.384615385,,0.948047023,0.384615385,-0.594307692,97.5,,
2622740,MARCELLUS COMMUNITY SCHOOLS,MARCELLUS,MI,51,FALSE,FALSE,0,0.148688047,0.148688047,3211.058116,3164.195769,-0.014594051,0,1,,21.42333089,40.8,0.904465753,0,0,,0,0,,,,
2622970,MARSHALL PUBLIC SCHOOLS,MARSHALL,MI,112,FALSE,TRUE,0,0.064852345,0.064852345,3725.458716,3120.796296,-0.162305495,0.666666667,1,0.5,18.77388056,18.06451613,-0.037784646,0.100312082,0.2,0.993777778,0.022291574,0,-1,97.5,,
2623040,MARYSVILLE PUBLIC SCHOOLS,MARYSVILLE,MI,196,FALSE,TRUE,0,0.119293974,0.119293974,3273.442371,2146.351759,-0.344313565,1,1,0,22.13906552,32.13114754,0.451332601,0,0.125,,0.522522523,0.25,-0.521551724,97,27,-70
2623820,MIDLAND PUBLIC SCHOOLS,MIDLAND,MI,194,FALSE,TRUE,0,0.039366883,0.039366883,3838.7797,11275.19534,1.937182184,0.8,1,0.25,18.94353734,19.84908759,0.047802595,0.040155126,0.179104478,3.460314124,0.248848671,0.179104478,-0.280267494,91.54017857,,
2623910,MILLINGTON COMMUNITY SCHOOLS,MILLINGTON,MI,35,FALSE,FALSE,0,0.037553648,0.037553648,4322.177978,2319.583333,-0.463329982,1,0,-1,20.55185538,20,-0.026851852,0.214285714,0,-1,0,1,,92,,
2624150,MONROE PUBLIC SCHOOLS,MONROE,MI,130,FALSE,FALSE,0,0.045790771,0.045790771,5261.375894,2123.967456,-0.596309502,1,0,-1,20.39709804,,,0.102766798,1,8.730769231,0.158102767,0,-1,86,,
2624420,MONTROSE COMMUNITY SCHOOLS,MONTROSE,MI,100,FALSE,FALSE,0,0.107642626,0.107642626,5362.728463,3273.133627,-0.389651434,0,0,,20.05092508,38.46153846,0.918192718,0,0,,0.233100233,0.294117647,0.261764706,97.5,,
2624720,MT. MORRIS CONSOLIDATED SCHOOLS,MOUNT MORRIS,MI,230,FALSE,FALSE,0,0.186688312,0.186688312,3725.74876,,,1,,,15.84699467,20,0.262068955,0.05,,,0.183333333,,,92,,
2624750,MT. PLEASANT CITY SCHOOL DISTRICT,MOUNT PLEASANT,MI,90,FALSE,TRUE,0,0.039439089,0.039439089,15075.37796,0,-1,0.333333333,0,-1,16.06265739,90,4.603057937,0.047337278,,,0.228796844,,,85,,
2624840,MUSKEGON PUBLIC SCHOOLS,MUSKEGON,MI,250,FALSE,TRUE,0,0.130684788,0.130684788,16003.84152,3195.432076,-0.800333434,1,1,0,16.94615983,41.66666667,1.458767479,0.009541985,0,-1,0.353053435,0.117647059,-0.666772655,81,47,-34
2624960,NAPOLEON COMMUNITY SCHOOLS,NAPOLEON,MI,47,FALSE,FALSE,0,0.058603491,0.058603491,4418.14531,1869.814159,-0.576787537,1,0,-1,19.66530406,7.52,-0.617600624,0,0.166666667,,0,0.166666667,,97.5,,
2625020,NEGAUNEE PUBLIC SCHOOLS,NEGAUNEE,MI,60,FALSE,FALSE,0,0.06586169,0.06586169,4600.889244,7619.857288,0.656170554,1,1,0,17.74114772,17.91044776,0.00954279,0.081866558,0.235294118,1.874117647,0.225133033,0,-1,97.5,,
2625230,NEW HAVEN COMMUNITY SCHOOLS,NEW HAVEN,MI,30,FALSE,TRUE,0,0.025,0.025,4568.994309,1443.685625,-0.684025515,0.666666667,0,-1,17.06805155,25,0.464724894,0.144927536,0,-1,0.086956522,0,-1,,,
2625560,NILES COMMUNITY SCHOOLS,NILES,MI,286,FALSE,FALSE,0,0.139172749,0.139172749,7636.133189,1640.35012,-0.785185764,0.4,0,-1,17.82990984,59.35157958,2.328764986,0.24004801,0.142857143,-0.404880952,0.110022004,0,-1,97.5,,
